engine_size_l,fuel_type,annual_mileage_km,vehicle_age_years,driving_style,road_type,emission_standard,maintenance_status,traffic_exposure,vehicle_category,co2_emissions_gkm
,Hybrid,25619.072033968176,1.0,Normal,Highway,Euro 6,Poor,Low,SUV,249.4905600764801
,Hybrid,36434.11542612464,14.0,,Mixed,Euro 5,Fair,High,Sedan,270.5125097701805
3.1550903444604645,Petrol,32757.52116632101,7.0,Aggressive,Highway,Euro 3,Fair,Low,SUV,287.8420938624638
2.0306280919646205,,24128.061575603053,4.0,Eco,Highway,Euro 3,Fair,Low,Sedan,226.18493183940615
2.46496472453446,Diesel,19775.430772461805,2.0,Normal,Urban,Euro 3,Fair,,Sedan,186.0432764363069
2.736746367853878,Diesel,26653.684817410274,4.0,Normal,Urban,Euro 6,Poor,High,SUV,157.5018377552758
1.5244848380659994,Diesel,20533.44593430283,10.0,Normal,Highway,Euro 6,Good,Low,Hatchback,188.00352067699276
2.821456538246002,LPG,13613.469290171059,,Normal,Urban,Euro 3,Excellent,High,SUV,121.87749023926898
4.241878468278372,Petrol,28771.910937329787,7.0,Aggressive,Highway,Euro 3,Good,High,Truck,156.65298251360048
4.312238170931505,Hybrid,35563.538100946236,6.0,Eco,Urban,Euro 3,Good,High,Hatchback,237.94471546358952
2.6462550876041213,Diesel,18050.461573830118,5.0,Normal,Mixed,Euro 6,Poor,Medium,Sedan,127.8330536495269
3.075233248337414,Petrol,34453.84636919679,13.0,Normal,Mixed,Euro 6,Good,Medium,Hatchback,138.0947698482063
1.1346013285402266,Petrol,20087.871626922166,12.0,Normal,Highway,,Good,Low,SUV,244.85221625572672
3.6977302258743876,LPG,19046.758008479912,0.0,Normal,Highway,Euro 5,Fair,,Hatchback,119.12390588198858
2.6184235317874522,Hybrid,5991.352514145969,9.0,Eco,Urban,Euro 6,Excellent,Low,Sedan,134.0952690241431
2.781910732333383,Hybrid,29334.76154785936,0.0,Eco,Urban,Euro 3,Good,High,Sedan,83.86046382098307
4.494690908719059,Diesel,33262.5883789838,0.0,Eco,Highway,Euro 5,Good,Medium,Hatchback,238.41135189772348
2.8473377382424334,Diesel,28224.492184549636,13.0,Aggressive,Mixed,Euro 6,Excellent,,Truck,215.93878442461545
1.084768984911411,Petrol,10297.633298718021,9.0,Normal,Mixed,Euro 5,Fair,High,Sedan,232.76479955253907
1.9099635634762495,Hybrid,8615.271364342509,13.0,Normal,Highway,Euro 4,Poor,,Truck,127.1521076297289
2.902482457233036,Hybrid,25050.056306648883,7.0,Normal,Mixed,Euro 6,Poor,Medium,Sedan,231.2228059601317
2.697585170994143,Diesel,19053.068896461067,7.0,Normal,Highway,Euro 3,Good,Medium,Hatchback,211.20285589251648
4.4414805491219225,CNG,20018.422421995638,13.0,Normal,,Euro 3,Fair,Medium,Sedan,160.54705542884074
3.1685500372246667,Petrol,38873.00863600527,6.0,Aggressive,Mixed,Euro 4,Poor,Low,Truck,176.32167855956902
3.758542967660484,Hybrid,30337.29349175729,5.0,Normal,Mixed,,Poor,High,Truck,
2.8772931881738804,LPG,19412.570872271484,3.0,Normal,Urban,Euro 4,Poor,Medium,Hatchback,188.52427873926246
2.7586229362366597,LPG,5668.474794460021,0.0,Eco,,Euro 4,Poor,Low,Truck,221.20217451326164
2.785146673897405,CNG,,14.0,Normal,Mixed,Euro 4,Poor,Medium,Truck,119.81550707331894
,Diesel,28968.129347604965,,Normal,Mixed,Euro 6,Good,High,Hatchback,198.9561900815633
3.1543335434168136,Diesel,34320.856583121735,8.0,,Highway,Euro 6,Poor,Low,Sedan,
2.0017736070144148,Diesel,29769.592034238933,14.0,Normal,Highway,Euro 5,Good,Medium,Hatchback,181.4245086830796
4.564220775367284,LPG,19206.071341165392,0.0,Normal,Mixed,Euro 4,Excellent,Medium,Sedan,
2.3323421923754917,Diesel,6089.750827569935,3.0,Normal,Highway,Euro 3,Excellent,Low,Sedan,273.9238320409098
1.5900953367093873,LPG,38859.05705823304,2.0,Normal,Urban,Euro 3,Fair,Low,Sedan,260.0980370500554
1.3862019143909805,CNG,39521.76217553303,6.0,Eco,Highway,Euro 4,Good,Low,SUV,218.5053914575181
1.0536916604805104,Petrol,24227.7593005494,4.0,,Highway,Euro 4,Fair,Low,Sedan,237.62712583252113
2.691424314267446,Hybrid,,4.0,Normal,Mixed,Euro 4,Excellent,Low,Hatchback,89.41657993498346
1.7504439541816987,CNG,23934.03770700634,3.0,Aggressive,Highway,Euro 4,Excellent,Medium,Hatchback,243.67817826352712
1.0865916103489917,LPG,36231.846457728294,0.0,,Mixed,Euro 4,Excellent,Low,Hatchback,186.95623145980272
3.080078185158095,CNG,28799.492854487475,4.0,,Mixed,Euro 3,Excellent,Low,SUV,149.90446420058805
3.719914194603046,Hybrid,30199.62308614535,3.0,Normal,Mixed,Euro 5,Poor,High,Truck,110.75093250639145
1.3430042036444174,Petrol,7973.944310128725,13.0,,Urban,Euro 4,Excellent,Medium,SUV,96.54593387743819
2.8436830916786384,Hybrid,8727.907296113051,9.0,Aggressive,Highway,Euro 4,Poor,High,Hatchback,89.87485080927908
3.9745147144029866,LPG,9457.207173155984,12.0,,,Euro 4,Poor,,Hatchback,115.59515847585297
4.9432272840337,Hybrid,36653.189178134744,7.0,Normal,Highway,Euro 6,Fair,Medium,Truck,86.63163485550317
3.6687613785702435,CNG,23404.737269233465,1.0,Normal,Mixed,Euro 3,Poor,Medium,SUV,241.18129333735462
1.9793582032380823,Diesel,32705.12837375469,7.0,Normal,Urban,Euro 3,Fair,Low,Hatchback,134.69510618478273
3.866214559115998,CNG,9035.194095926008,0.0,Normal,Mixed,Euro 5,Poor,High,Sedan,161.122893925042
3.39171770727932,LPG,37467.49469280083,12.0,Normal,Highway,Euro 6,Poor,Medium,Sedan,
1.847197154326191,,33739.973202402354,3.0,Normal,Mixed,Euro 6,Excellent,Medium,,
4.404443303390218,Hybrid,12866.745067137465,2.0,Aggressive,Mixed,Euro 6,Good,Medium,Sedan,263.8306866519668
2.7096177089104034,Petrol,35596.37816528838,4.0,Normal,Highway,Euro 5,Poor,High,Truck,220.6988771210634
4.8479106189365035,LPG,14220.496578888326,12.0,Normal,Mixed,,Good,Medium,Hatchback,155.24649321301268
,Hybrid,12186.895776866979,4.0,Aggressive,Mixed,Euro 5,Good,High,SUV,105.91758687489053
3.5782526185272885,CNG,14248.537788427433,4.0,Eco,Urban,Euro 6,Good,High,Hatchback,100.12839341500074
3.9134113499062475,CNG,36848.42721454133,11.0,Aggressive,Mixed,Euro 3,Poor,Low,Truck,153.81315613745053
2.912388075272886,LPG,37045.719493020435,3.0,Normal,Urban,Euro 6,Good,Medium,SUV,110.87523399797008
3.020905911206696,Hybrid,16514.85211407891,7.0,Normal,Highway,Euro 5,Poor,Medium,Truck,138.89626522456047
4.404829541778976,CNG,29690.196478309295,2.0,Normal,Urban,Euro 6,Excellent,High,Sedan,91.6502760992914
3.7237141465740113,LPG,28651.083930746416,11.0,Normal,Mixed,Euro 4,Poor,High,,210.90185277327376
4.5889733007665665,LPG,33229.69212456411,3.0,Aggressive,,Euro 6,Fair,Low,Sedan,111.96074572983699
4.563307014297074,Petrol,,0.0,Eco,Mixed,Euro 6,Excellent,Medium,Truck,246.48110888763796
4.905960136176997,CNG,22854.848966864065,6.0,Normal,Mixed,Euro 3,Good,High,Truck,127.99849478115387
3.8008586353813367,Hybrid,28368.58828529004,0.0,Normal,Urban,Euro 3,Good,Medium,Hatchback,255.55484745440089
3.009206870646968,CNG,5918.988658346711,14.0,Aggressive,Mixed,Euro 3,Fair,Medium,SUV,121.7740369696909
1.6652468008363295,CNG,18185.85608658341,1.0,Normal,Urban,,Excellent,Medium,SUV,238.7006440142857
3.821522238589669,CNG,29356.092518749912,10.0,Aggressive,Highway,Euro 3,Fair,High,Truck,153.27642951754342
2.166310867039723,LPG,13840.82825916967,6.0,,,Euro 4,Good,Medium,Truck,208.28639887558182
2.131790272149325,Diesel,38519.643745227055,0.0,Eco,Mixed,Euro 5,Poor,High,Sedan,88.50559915078246
1.9531511057922724,Diesel,6055.648002739364,10.0,Normal,Urban,Euro 3,Good,Low,Truck,188.95377555793664
4.500488229405801,Petrol,38533.0515655598,2.0,Eco,Mixed,Euro 6,Fair,Low,Sedan,112.7113368344539
4.471857786728632,CNG,12586.735380364002,12.0,Normal,Mixed,Euro 6,Poor,,Truck,186.99044999478582
3.5238817794802326,Diesel,6708.771467387949,5.0,Eco,Mixed,Euro 4,Poor,Medium,SUV,111.09900879495294
2.8919239254829434,,15236.591162824512,5.0,,Mixed,Euro 3,Good,Low,Hatchback,176.1596064306616
3.688457840395196,LPG,32519.880755157887,5.0,Normal,Urban,Euro 6,,Low,Truck,104.33658045110344
3.428917801193563,CNG,31335.47022568186,10.0,Normal,Mixed,Euro 5,Excellent,High,Sedan,128.38933390154506
2.6629369932935494,Hybrid,12309.414574797722,12.0,Normal,Highway,Euro 3,Good,High,Hatchback,210.91736581084803
2.5185234699425374,LPG,11887.65467571298,1.0,Normal,Urban,Euro 5,Good,High,Sedan,294.86534018623126
2.531177232581401,Petrol,27490.297053158927,1.0,Normal,Mixed,Euro 6,Excellent,High,Sedan,178.82064904623383
,LPG,21032.89413865057,5.0,Normal,Urban,Euro 3,Good,High,Hatchback,231.17821237409055
3.5906774244833035,Hybrid,32730.14836658158,9.0,Aggressive,Mixed,Euro 4,Fair,High,Hatchback,198.67342762976256
2.806967014061768,LPG,5844.647254239376,4.0,Aggressive,Highway,Euro 6,Fair,High,Hatchback,189.6387455447763
4.874765800852172,Petrol,26364.415126619988,13.0,Eco,Highway,,,Medium,Truck,94.23492330476726
1.3353828720179242,Hybrid,30573.520428395655,6.0,Eco,Highway,Euro 3,Excellent,Medium,Hatchback,111.74542850056147
2.388188103815108,Hybrid,39768.51392100342,6.0,Aggressive,Urban,Euro 5,Poor,Medium,Truck,274.2727004311648
2.6762987325017638,LPG,28757.35929828964,4.0,,Highway,Euro 5,Excellent,Medium,SUV,170.23614930919672
1.0676853738597725,Hybrid,13114.58047924882,7.0,Normal,Mixed,Euro 4,Fair,Low,SUV,215.15314484865402
2.4598287506729006,LPG,8786.516820801357,9.0,Normal,Mixed,Euro 4,Good,Medium,Sedan,196.21131119729085
2.09483966869137,CNG,27432.08711254264,5.0,Normal,Mixed,Euro 6,Excellent,Low,Sedan,163.35412350127166
3.024145080909923,Hybrid,23311.407363137558,14.0,Normal,Urban,Euro 4,Poor,Low,Truck,165.31963937440486
2.345642188733077,LPG,36470.085095575574,4.0,Aggressive,Urban,Euro 4,Poor,Low,Sedan,202.20230129990802
3.904728539785845,CNG,30431.280741344624,3.0,Normal,Highway,,Poor,High,SUV,111.0511963246636
3.039729981630594,Hybrid,22840.985751491724,6.0,Eco,Urban,Euro 6,Poor,Low,Truck,165.1969888559755
1.5190489339850575,CNG,19125.631476780167,3.0,Eco,Mixed,Euro 6,Excellent,Low,Truck,178.3346252686026
4.000245296577389,Hybrid,19153.11448497871,4.0,,Mixed,Euro 6,Poor,Low,Hatchback,296.7277692087473
1.3969155843307064,Petrol,12920.65001529321,4.0,Normal,,Euro 5,Fair,High,Truck,157.32004924285792
4.356196672317429,Petrol,5606.409011449397,0.0,Normal,Urban,Euro 5,Poor,Medium,Sedan,221.80735709379115
4.725688776344878,LPG,25121.870587248715,14.0,Eco,Mixed,Euro 6,Fair,,SUV,110.231409961823
2.2897811607394156,Diesel,12434.515638312532,0.0,Aggressive,Highway,Euro 6,Excellent,Low,Sedan,
4.704570533051724,Petrol,12291.44212048145,2.0,Eco,Urban,Euro 3,Fair,Low,SUV,271.7392430802707
4.172032636490153,Diesel,9388.343003676819,14.0,Eco,Mixed,Euro 3,Excellent,Medium,Hatchback,240.76167852925104
4.68974244401508,CNG,11635.842156184246,13.0,Normal,Mixed,Euro 3,Poor,,SUV,149.8498432708052
3.6650805476833908,CNG,,10.0,Normal,Urban,Euro 4,Good,Medium,Hatchback,
1.9425761576856875,Diesel,28598.10074119862,2.0,Normal,Urban,Euro 5,Fair,Medium,Sedan,109.86372057940449
4.57809294764389,LPG,19048.8990709443,1.0,Aggressive,Highway,Euro 5,Fair,Low,Hatchback,235.57526467578924
1.737060304682975,Hybrid,24653.36095706008,11.0,Aggressive,Urban,Euro 3,Good,Low,Truck,95.47273025923657
1.852242204070142,Diesel,27293.516630727983,1.0,,Mixed,Euro 3,Excellent,Low,Truck,246.54727252706442
2.084251960561455,Diesel,39036.959679665575,5.0,,Highway,Euro 5,Excellent,Medium,SUV,200.30403225939705
2.2169852459463386,Diesel,7389.305304942534,12.0,Normal,Mixed,Euro 4,Poor,High,Sedan,
3.0579185685241224,Diesel,19627.11896910033,0.0,,Mixed,Euro 3,Fair,Medium,Sedan,269.7663578935205
3.8538294417361763,Diesel,13606.427673426837,,Eco,Mixed,Euro 6,Excellent,Medium,SUV,296.93581147454796
4.704832697602734,LPG,21684.917614988495,4.0,Aggressive,Urban,Euro 3,Poor,High,Truck,135.95680226348037
1.3537503493420098,Petrol,37216.530521486085,5.0,Eco,Urban,Euro 5,Excellent,High,Hatchback,257.37415290890516
4.8174774489129435,Hybrid,30339.449283685295,,Eco,Mixed,Euro 5,Good,Medium,SUV,245.0365896028206
4.685291868387253,Petrol,28168.235526796267,6.0,Normal,Urban,Euro 3,Good,High,Hatchback,244.38182664324728
1.2159971687241558,Diesel,20443.60567509121,0.0,Normal,Mixed,Euro 3,Good,High,Hatchback,290.59183452648597
2.441284550766251,Petrol,28488.937443105257,12.0,Eco,Urban,Euro 6,Poor,High,,187.05576030643832
4.252573561197346,LPG,6133.138204604284,2.0,Eco,Urban,,Fair,Medium,Truck,228.31696892246404
3.4463061819176044,CNG,25518.353521046305,5.0,Normal,Urban,Euro 4,Good,Medium,Hatchback,261.2530199976769
,Petrol,24382.179690973688,0.0,Normal,Highway,Euro 4,Good,High,Truck,185.4980179094658
3.87613335515955,Hybrid,,12.0,Normal,Urban,Euro 6,Excellent,Low,Sedan,185.9148646186413
,LPG,12052.994389843794,10.0,Normal,,Euro 4,Good,High,SUV,150.1040458948173
1.1648721838067981,CNG,33264.444284975536,10.0,Normal,Highway,Euro 4,Fair,High,SUV,251.7816568219695
3.337072808258004,LPG,6885.174005928377,6.0,Aggressive,Highway,Euro 3,Poor,Medium,Sedan,230.96307153082245
1.1942666122371839,Diesel,7438.550254825572,3.0,Normal,Mixed,Euro 6,Good,Low,Sedan,179.250777890231
,CNG,20418.26103944513,,Eco,Urban,,Poor,High,Hatchback,172.25406462772207
4.201643449974712,Hybrid,13839.409159301176,9.0,Normal,Mixed,Euro 3,Poor,Low,,95.96972149720611
3.3399669948076744,CNG,31090.834472745715,8.0,Normal,Highway,Euro 4,Fair,Medium,SUV,81.43025230225142
4.988087218246788,Hybrid,27196.652692241685,0.0,Eco,Urban,Euro 3,Excellent,Low,Truck,196.35667263700554
2.8234660007217323,Diesel,32038.7178644321,7.0,Normal,Mixed,Euro 5,Excellent,Medium,Truck,171.8484275173519
3.9953098544159498,Hybrid,16363.763471823038,0.0,Eco,Highway,Euro 4,,High,Truck,255.12808717838814
3.66885316696763,LPG,30918.16288662536,12.0,Eco,Mixed,Euro 5,Good,Medium,Truck,
4.965726766232352,Petrol,35180.61326092396,,Normal,Mixed,Euro 4,Poor,,,286.07532954408964
3.8528760203084205,LPG,17084.60730465001,4.0,,Urban,Euro 3,Excellent,Low,Sedan,123.15097574941967
1.6561229258375576,LPG,16896.35374066417,9.0,Aggressive,Urban,Euro 4,Good,Low,,297.83307488470876
4.8220708256689635,CNG,36498.29913672492,,Normal,Mixed,Euro 5,Excellent,High,Sedan,145.5422227486634
3.6711089057830453,Diesel,6742.65886156982,5.0,Normal,Urban,Euro 4,Fair,Low,Hatchback,221.3332741861273
1.2373529232255596,Petrol,17256.62920057955,6.0,Normal,Urban,Euro 5,Excellent,Low,Sedan,190.4078169956633
3.63027322313845,Hybrid,9153.537222513143,10.0,Normal,Mixed,Euro 6,Good,Low,,159.10680827483486
4.5324776266991,CNG,6014.320658749168,7.0,Eco,Urban,Euro 3,Good,Medium,Hatchback,110.64802031839825
3.3081674479601,Diesel,8950.429617638774,12.0,Aggressive,Urban,Euro 5,Poor,Low,Sedan,109.66351331948657
2.416078552128045,Petrol,20093.602691309694,5.0,Aggressive,Highway,Euro 6,Good,Medium,Truck,236.53128202320298
,LPG,29043.462422972676,,Eco,Urban,Euro 3,Fair,Low,Hatchback,163.0811042547885
4.130048032823318,Diesel,15124.884855468703,5.0,Eco,Highway,Euro 6,Excellent,Medium,Sedan,291.4855543092474
3.176728616925203,Diesel,34738.63575903937,10.0,Eco,Mixed,Euro 5,,Medium,SUV,151.64266703139435
1.6174470795836013,Diesel,20316.54700584225,5.0,Normal,Highway,Euro 3,Poor,High,Truck,296.37521878455186
2.0039459420927255,LPG,38887.981783661024,4.0,Normal,Mixed,Euro 6,Good,High,SUV,125.1931164509578
3.953935888744423,Hybrid,38395.4484305295,7.0,Aggressive,Urban,Euro 5,Fair,Medium,Hatchback,102.61916497083178
4.22432866157971,CNG,32064.667793338525,12.0,Normal,Urban,Euro 6,,Medium,SUV,148.76534137505058
2.117061112163959,Hybrid,37634.19236513163,1.0,Normal,Highway,Euro 3,Fair,,Sedan,274.82865367428957
2.4719403087471465,,29748.362665638906,6.0,Normal,Mixed,Euro 3,Fair,,Truck,194.80742778896263
1.3105275409991806,CNG,36345.41164969135,14.0,Normal,Urban,Euro 3,Excellent,High,Hatchback,109.84302330618577
3.853847793465999,Petrol,13276.580107820728,3.0,Normal,Highway,Euro 5,Excellent,High,Sedan,124.5497909129009
1.0143101784001254,LPG,17089.707006187953,0.0,Normal,Highway,Euro 6,,Low,Truck,148.47734567290394
1.1861660848762723,Hybrid,31352.552310170155,12.0,Normal,Highway,Euro 6,Fair,Low,Hatchback,209.8366823187957
1.0173762711363596,Diesel,19859.6433372295,4.0,Normal,Urban,Euro 5,Excellent,High,Hatchback,153.12336677307655
3.581278333350467,CNG,34306.46018385813,2.0,Normal,Mixed,Euro 3,Poor,High,Hatchback,244.351898059652
2.669548510802186,Diesel,35717.36050557213,3.0,Normal,Urban,Euro 4,Poor,Medium,Hatchback,215.58458236076524
2.190187045373321,Petrol,15490.53196523237,6.0,,Urban,Euro 3,Good,High,SUV,272.24122221773484
4.650804041428442,Diesel,33820.778286635075,4.0,Normal,Mixed,Euro 4,Fair,High,SUV,190.21160179906013
1.7712111787064266,Diesel,10399.249487280253,13.0,Normal,Highway,Euro 3,,Low,SUV,
2.5574720415256023,LPG,,14.0,Normal,Urban,Euro 5,Poor,High,Hatchback,299.1797449167049
4.761247203711006,LPG,23128.773289248613,3.0,Normal,Highway,Euro 4,Fair,Medium,SUV,158.23933079761827
2.7084262513481696,Hybrid,12925.531673636226,0.0,Normal,Highway,Euro 5,Fair,High,Truck,174.29258075171265
3.218774742588231,Petrol,25274.374035131976,5.0,Eco,Mixed,Euro 4,Excellent,Low,Hatchback,258.0079895787794
1.3213474662779503,LPG,25254.32775511763,10.0,Normal,Mixed,Euro 6,Fair,Low,Truck,99.49997145648038
4.160665547573849,LPG,12241.601319781701,9.0,Normal,Mixed,Euro 4,Excellent,Low,Truck,165.02782333287323
2.6910351083529527,Hybrid,32847.44707099098,5.0,Aggressive,Highway,Euro 4,,Low,SUV,98.85622055642247
4.202060498393934,CNG,27107.55712940239,6.0,Normal,Highway,Euro 4,Excellent,High,Hatchback,110.64729066800675
2.0151905702239685,Hybrid,16121.6177388734,0.0,Normal,,Euro 6,Fair,Medium,SUV,81.02098160956153
2.68991500224564,Diesel,13126.467421460216,13.0,Normal,Highway,Euro 5,Fair,Medium,SUV,82.09974436812254
4.146195745460041,Diesel,35756.25485920727,3.0,,Mixed,Euro 6,Excellent,Medium,SUV,163.66333569062743
4.895511068174558,LPG,34250.978582862845,11.0,Normal,Mixed,Euro 4,Fair,High,Hatchback,258.01603708851076
1.2385020975490755,LPG,13041.62361994342,8.0,Normal,Mixed,Euro 3,Excellent,High,Hatchback,209.14095933017248
4.249824709675617,Hybrid,6246.182928077807,14.0,Normal,Mixed,Euro 6,Good,High,SUV,219.68108971028155
2.202756270508441,Hybrid,33158.64085100933,11.0,,Highway,,Fair,Medium,Truck,194.23483226867504
3.2029731235642886,Petrol,26542.79943427651,13.0,Normal,Mixed,Euro 6,Fair,High,Truck,260.35449171752293
2.1603690598029917,Diesel,8530.870981871089,9.0,Aggressive,Urban,Euro 6,Good,High,,273.68331954095834
,Hybrid,25557.53721766133,5.0,Normal,Highway,Euro 4,Good,Low,Sedan,266.9429601919826
2.415211322575902,CNG,20826.3939876593,1.0,Normal,Mixed,Euro 5,Good,Low,SUV,
2.334459563910726,Petrol,32109.261461579204,3.0,Aggressive,Urban,Euro 5,Excellent,Medium,SUV,120.19687618392244
,Hybrid,12317.96947555555,5.0,Aggressive,Mixed,Euro 4,Excellent,Low,Sedan,210.65276958034863
,LPG,20860.48605067593,3.0,Eco,Highway,Euro 6,Poor,Low,Hatchback,208.07590314164145
4.668312795461915,Hybrid,10468.543998817087,14.0,Eco,Highway,Euro 5,Good,Low,Truck,196.14768082448103
4.993109715492985,LPG,38513.45297337963,9.0,Eco,Urban,Euro 5,Poor,High,Hatchback,185.7788136452885
4.122082303478425,LPG,32255.835492380746,6.0,Normal,Highway,Euro 5,Excellent,Low,Truck,99.61750498100437
2.147250499093947,Diesel,30785.284927548877,11.0,Aggressive,Urban,Euro 4,Fair,Low,Truck,102.47591145936883
2.60978055377437,Diesel,29157.233275728067,12.0,Normal,Mixed,Euro 3,Good,Low,Hatchback,278.50194549693714
3.958013819624331,Hybrid,19816.775486323357,2.0,Normal,Highway,Euro 3,Fair,High,SUV,218.6410166066637
4.874054227532792,Hybrid,37314.88454961007,5.0,Aggressive,,Euro 3,Excellent,Medium,SUV,137.7097871895614
,,7552.095417445189,12.0,,Mixed,Euro 3,Good,High,SUV,141.44608562696038
4.318089661153499,Petrol,33114.06750876331,14.0,Normal,Highway,Euro 3,Poor,High,Truck,214.2428629626986
4.900275690394867,Petrol,12533.145623700644,11.0,Aggressive,Mixed,Euro 5,Poor,Low,SUV,169.52569441984565
4.493892684224017,Hybrid,16340.97844718468,3.0,Aggressive,Urban,Euro 5,Excellent,Medium,Truck,177.0913176167208
1.9085989870853077,Diesel,23180.04051385579,2.0,Aggressive,Urban,Euro 6,Fair,Low,SUV,93.34299791735218
1.0321274555024917,CNG,32392.925386945284,11.0,Normal,Urban,Euro 5,Excellent,Low,Hatchback,
2.9683268215536605,Petrol,34348.72176788078,2.0,Normal,Highway,Euro 4,Fair,Medium,Sedan,
3.1254433267810673,Hybrid,25430.62875560437,13.0,Eco,Mixed,Euro 6,Excellent,Medium,Truck,233.93101238564907
1.8050014582046785,Diesel,19106.242112713982,1.0,Normal,Mixed,Euro 5,Poor,High,Hatchback,90.5655852719809
2.1386975677872706,Diesel,38127.58474911235,10.0,Aggressive,Mixed,Euro 6,Fair,Medium,Truck,153.6027144228383
4.060612643394188,Diesel,13628.245354377892,2.0,Normal,Mixed,Euro 6,Excellent,High,Truck,
2.881389034852535,LPG,33108.31015582224,12.0,Normal,Urban,Euro 3,Good,High,Hatchback,254.25117389906407
2.2694163344010265,Diesel,,11.0,Normal,Highway,Euro 6,Poor,Low,SUV,121.84855490096894
3.4905041094476776,Hybrid,18191.32559098248,13.0,Eco,Urban,Euro 5,Poor,Low,Truck,240.92716901656058
3.6110390239045014,CNG,5047.879452723788,9.0,Normal,Urban,Euro 3,Good,Low,Sedan,290.19057269738653
4.077583107363209,Hybrid,20630.97554720194,0.0,Eco,Highway,Euro 5,,Medium,Sedan,279.4986730212186
1.6268371830516766,Diesel,14685.199913980474,14.0,Normal,Highway,Euro 3,Fair,Medium,Hatchback,253.66273702305196
3.966069009307961,CNG,8652.131466394621,2.0,Eco,Urban,,Poor,High,Sedan,236.7118709290944
3.397713568441674,Petrol,7630.549786832969,8.0,Aggressive,Mixed,Euro 3,Excellent,High,Hatchback,131.73042776434949
1.2302874612111885,Petrol,17164.541455906066,3.0,Normal,Highway,Euro 3,Good,High,Hatchback,
4.109782513013645,Hybrid,26516.5086059227,14.0,Normal,Highway,Euro 4,Fair,Medium,Truck,221.5202786382651
,CNG,34313.17603776707,2.0,Eco,Urban,Euro 5,,High,Hatchback,169.50069306039134
2.32152373731855,Hybrid,11424.713573156441,7.0,Aggressive,,Euro 6,Excellent,High,Hatchback,188.46340157420627
2.7923006063265374,CNG,19862.538995816736,0.0,Normal,Highway,Euro 3,Poor,Medium,SUV,232.6862673984355
2.3847003092245163,CNG,18718.464904975328,4.0,Normal,Urban,Euro 5,Poor,Low,Truck,289.46233785629283
2.3531423688396362,Hybrid,22968.790322298046,0.0,Normal,Highway,Euro 3,Fair,Medium,Sedan,144.96736585702695
4.232310670802502,CNG,33335.55447833435,6.0,Normal,Mixed,Euro 4,Excellent,High,SUV,134.19989343063668
1.498021017462769,Diesel,24377.582629973218,4.0,Eco,Urban,Euro 4,,Low,SUV,212.39751630575176
4.882400271429834,CNG,34632.9219725803,14.0,Normal,Urban,Euro 4,,Medium,Truck,108.77580451709917
3.219726577497373,CNG,23149.31146241422,1.0,Normal,Mixed,Euro 4,Fair,,Truck,208.15722270731905
1.7316959936852516,Hybrid,26134.6577813445,11.0,Aggressive,Urban,Euro 6,Excellent,Low,SUV,99.54732671571477
1.524861931726746,Petrol,20308.413487254642,13.0,Normal,Mixed,Euro 6,Poor,High,Truck,187.92845351299195
3.3660381285399303,LPG,33808.345310347184,0.0,Normal,,Euro 3,Excellent,Medium,Truck,216.49116243697742
3.531997775387712,CNG,37333.95222276285,10.0,Eco,Mixed,Euro 5,Poor,High,Hatchback,95.42412064002521
1.212103084119243,LPG,27370.0658343101,14.0,Normal,Highway,Euro 4,Good,Medium,Truck,125.52969342869844
1.9720076565151432,CNG,33727.385721051636,6.0,Eco,Highway,Euro 4,Fair,Medium,Hatchback,153.78234267349546
4.181847684885869,Hybrid,7065.11668996851,,Eco,Highway,Euro 6,Fair,Medium,SUV,161.09171294095495
1.198498510974102,Hybrid,36713.911300633015,0.0,,Urban,Euro 6,Fair,Low,SUV,228.74302151591485
4.420354655624145,CNG,11612.37733936936,2.0,Normal,,Euro 4,Poor,Low,Sedan,196.3846949230953
3.632649906105334,Hybrid,13978.214956403277,10.0,Normal,Mixed,Euro 5,Good,High,Truck,164.06386346717193
2.7376930374528192,Hybrid,6866.552387236118,14.0,Normal,Highway,Euro 3,Good,Medium,SUV,179.148775955163
2.3857313958836635,CNG,,5.0,Eco,Highway,Euro 3,Fair,Medium,Hatchback,82.85486754305263
1.0769958553955759,Petrol,34820.37973209318,14.0,Normal,Highway,Euro 3,Fair,Low,SUV,249.5155614476786
4.300859783007372,CNG,36961.46114318793,5.0,Normal,Mixed,Euro 3,Poor,Medium,Truck,89.02103151285215
1.5708874158741524,Petrol,34652.56587160053,14.0,Normal,Highway,Euro 5,Poor,High,Sedan,262.4498484429645
2.2381679674483523,Hybrid,21783.56934524511,,Normal,Urban,Euro 5,Excellent,Medium,Sedan,199.0192347112406
3.2764279214512153,Petrol,37342.867693176726,10.0,Aggressive,Highway,Euro 5,Poor,Medium,SUV,196.12022206939375
1.983970400285017,Hybrid,38931.54871495159,13.0,Aggressive,Highway,Euro 6,Excellent,Low,Sedan,235.00729811010385
2.9885618550088053,Petrol,22589.844187628914,10.0,Aggressive,Mixed,,Fair,Medium,Truck,269.1030971837624
4.237371314954809,Petrol,11146.867346509336,0.0,Aggressive,Urban,Euro 5,Good,High,Truck,287.38215222552617
2.8821517391610993,,28051.787813708303,6.0,Eco,Mixed,Euro 3,Poor,High,Sedan,199.54137519367666
4.7959093764783844,Petrol,39140.34014487497,1.0,Normal,Urban,Euro 5,Good,High,Hatchback,113.14481103756202
